,MEASUREMENT_TIME,VALUE
555,2021-06-28 14:57:09.684,OUTLOOK.EXE
556,2021-06-28 14:57:10.186,OUTLOOK.EXE
557,2021-06-28 14:57:27.685,Teams.exe
558,2021-06-28 14:58:39.681,OUTLOOK.EXE
559,2021-06-28 15:03:52.678,explorer.exe
560,2021-06-28 15:03:53.677,OUTLOOK.EXE
561,2021-06-28 15:03:55.677,OUTLOOK.EXE
562,2021-06-28 15:03:57.179,OUTLOOK.EXE
563,2021-06-28 15:03:58.179,OUTLOOK.EXE
564,2021-06-28 15:04:01.678,Teams.exe
565,2021-06-28 15:04:11.178,OUTLOOK.EXE
566,2021-06-28 15:04:14.677,Teams.exe
567,2021-06-28 15:04:16.179,OUTLOOK.EXE
568,2021-06-28 15:04:31.178,Teams.exe
569,2021-06-28 15:04:34.177,Teams.exe
570,2021-06-28 15:04:44.178,Teams.exe
571,2021-06-28 15:04:47.177,OUTLOOK.EXE
572,2021-06-28 15:04:51.178,OUTLOOK.EXE
573,2021-06-28 15:04:52.178,OUTLOOK.EXE
574,2021-06-28 15:04:53.177,Teams.exe
575,2021-06-28 15:04:56.179,OUTLOOK.EXE
576,2021-06-28 15:05:01.180,Teams.exe
577,2021-06-28 15:05:03.678,OUTLOOK.EXE
578,2021-06-28 15:07:17.678,Teams.exe
579,2021-06-28 15:10:41.178,Teams.exe
580,2021-06-28 15:20:58.674,Teams.exe
581,2021-06-28 15:21:05.675,Teams.exe
582,2021-06-28 15:21:06.674,OUTLOOK.EXE
583,2021-06-28 15:21:09.174,Teams.exe
584,2021-06-28 15:21:16.673,OUTLOOK.EXE
585,2021-06-28 15:21:20.177,OUTLOOK.EXE
586,2021-06-28 15:23:02.173,OUTLOOK.EXE
587,2021-06-28 15:23:07.174,OUTLOOK.EXE
588,2021-06-28 15:23:34.173,OUTLOOK.EXE
589,2021-06-28 15:23:34.673,OUTLOOK.EXE
590,2021-06-28 15:23:40.674,OUTLOOK.EXE
591,2021-06-28 15:23:50.174,OUTLOOK.EXE
592,2021-06-28 15:24:28.175,OUTLOOK.EXE
593,2021-06-28 15:24:39.175,Teams.exe
594,2021-06-28 15:26:18.673,OUTLOOK.EXE
595,2021-06-28 15:26:20.674,OUTLOOK.EXE
596,2021-06-28 15:26:24.674,OUTLOOK.EXE
597,2021-06-28 15:26:30.173,OUTLOOK.EXE
598,2021-06-28 15:26:31.675,OUTLOOK.EXE
599,2021-06-28 15:26:32.674,OUTLOOK.EXE
600,2021-06-28 15:26:42.173,OUTLOOK.EXE
601,2021-06-28 15:26:44.173,OUTLOOK.EXE
602,2021-06-28 15:27:06.174,Teams.exe
603,2021-06-28 15:27:08.674,OUTLOOK.EXE
604,2021-06-28 15:27:13.174,OUTLOOK.EXE
605,2021-06-28 15:27:22.674,Teams.exe
606,2021-06-28 15:27:29.674,OUTLOOK.EXE
607,2021-06-28 15:28:30.174,Teams.exe
608,2021-06-28 15:39:18.674,OUTLOOK.EXE
609,2021-06-28 15:39:33.676,OUTLOOK.EXE
610,2021-06-28 15:39:36.674,OUTLOOK.EXE
611,2021-06-28 15:39:42.176,OUTLOOK.EXE
612,2021-06-28 15:39:44.675,OUTLOOK.EXE
613,2021-06-28 15:39:51.676,OUTLOOK.EXE
614,2021-06-28 15:39:54.675,OUTLOOK.EXE
615,2021-06-28 15:40:06.676,POWERPNT.EXE
616,2021-06-28 15:40:07.175,POWERPNT.EXE
617,2021-06-28 15:40:51.175,OUTLOOK.EXE
618,2021-06-28 15:42:43.175,OUTLOOK.EXE
619,2021-06-28 15:42:45.175,OUTLOOK.EXE
620,2021-06-28 15:42:58.175,OUTLOOK.EXE
621,2021-06-28 15:43:01.174,OUTLOOK.EXE
622,2021-06-28 15:43:11.675,OUTLOOK.EXE
623,2021-06-28 15:43:13.175,OUTLOOK.EXE
624,2021-06-28 15:43:21.677,OUTLOOK.EXE
625,2021-06-28 15:43:24.675,OUTLOOK.EXE
626,2021-06-28 15:43:41.676,explorer.exe
627,2021-06-28 15:43:44.175,OUTLOOK.EXE
628,2021-06-28 15:43:44.675,explorer.exe
629,2021-06-28 15:43:49.176,OUTLOOK.EXE
630,2021-06-28 15:43:54.176,Teams.exe
631,2021-06-28 15:43:54.676,Teams.exe
632,2021-06-28 15:43:56.174,OUTLOOK.EXE
633,2021-06-28 15:44:52.678,Teams.exe
634,2021-06-28 15:45:08.675,OUTLOOK.EXE
635,2021-06-28 15:45:11.678,Teams.exe
636,2021-06-28 15:45:13.177,OUTLOOK.EXE
637,2021-06-28 15:45:49.175,Teams.exe
638,2021-06-28 15:46:12.175,Teams.exe
639,2021-06-28 15:46:12.676,Teams.exe
640,2021-06-28 15:46:13.174,Teams.exe
641,2021-06-28 15:48:01.675,OUTLOOK.EXE
642,2021-06-28 15:48:19.173,OUTLOOK.EXE
643,2021-06-28 15:48:20.174,OUTLOOK.EXE
644,2021-06-28 15:48:22.174,OUTLOOK.EXE
645,2021-06-28 15:48:33.173,OUTLOOK.EXE
646,2021-06-28 15:48:34.173,Teams.exe
647,2021-06-28 15:49:34.174,OUTLOOK.EXE
648,2021-06-28 15:49:40.674,OUTLOOK.EXE
649,2021-06-28 15:49:51.673,OUTLOOK.EXE
650,2021-06-28 15:50:07.673,OUTLOOK.EXE
651,2021-06-28 15:50:21.673,OUTLOOK.EXE
652,2021-06-28 15:50:30.674,Teams.exe
653,2021-06-28 15:54:24.173,explorer.exe
654,2021-06-28 15:54:26.171,OUTLOOK.EXE
655,2021-06-28 15:54:36.672,ShellExperienceHost.exe
656,2021-06-28 15:54:37.672,OUTLOOK.EXE
657,2021-06-28 15:54:40.171,OUTLOOK.EXE
658,2021-06-28 15:54:40.671,OUTLOOK.EXE
659,2021-06-28 15:54:48.172,OUTLOOK.EXE
660,2021-06-28 15:54:50.172,Teams.exe
661,2021-06-28 15:54:52.173,OUTLOOK.EXE
662,2021-06-28 15:55:14.671,explorer.exe
663,2021-06-28 15:55:32.671,POWERPNT.EXE
664,2021-06-28 15:55:43.172,explorer.exe
665,2021-06-28 15:55:52.172,Teams.exe
666,2021-06-28 15:56:01.173,Teams.exe
667,2021-06-28 15:56:01.671,Teams.exe
668,2021-06-28 15:56:15.673,POWERPNT.EXE
669,2021-06-28 15:56:18.172,Teams.exe
670,2021-06-28 15:56:20.672,OUTLOOK.EXE
671,2021-06-28 15:56:23.671,explorer.exe
672,2021-06-28 15:56:27.172,Teams.exe
673,2021-06-28 16:01:10.671,explorer.exe
674,2021-06-28 16:01:11.672,OUTLOOK.EXE
675,2021-06-28 16:01:47.671,Teams.exe
676,2021-06-28 16:01:48.172,OUTLOOK.EXE
677,2021-06-28 16:02:25.171,explorer.exe
678,2021-06-28 16:02:30.171,POWERPNT.EXE
679,2021-06-28 16:02:30.670,POWERPNT.EXE
680,2021-06-28 16:02:35.671,chrome.exe
681,2021-06-28 16:04:16.670,ShellExperienceHost.exe
682,2021-06-28 16:04:17.170,OUTLOOK.EXE
683,2021-06-28 16:04:30.670,OUTLOOK.EXE
684,2021-06-28 16:04:44.170,OUTLOOK.EXE
685,2021-06-28 16:04:46.170,OUTLOOK.EXE
686,2021-06-28 16:04:49.670,OUTLOOK.EXE
687,2021-06-28 16:04:51.670,OUTLOOK.EXE
688,2021-06-28 16:04:54.670,chrome.exe
689,2021-06-28 16:04:55.171,chrome.exe
690,2021-06-28 16:04:56.171,chrome.exe
691,2021-06-28 16:04:58.170,chrome.exe
692,2021-06-28 16:18:25.664,chrome.exe
693,2021-06-28 16:18:27.663,chrome.exe
694,2021-06-28 16:22:07.162,POWERPNT.EXE
695,2021-06-28 16:22:13.665,chrome.exe
697,2021-06-28 16:39:24.156,LockApp.exe
699,2021-06-28 16:39:29.656,chrome.exe
700,2021-06-28 16:39:39.156,explorer.exe
701,2021-06-28 16:39:40.155,OUTLOOK.EXE
702,2021-06-28 16:39:55.156,POWERPNT.EXE
703,2021-06-28 16:39:56.155,POWERPNT.EXE
704,2021-06-28 16:39:57.656,POWERPNT.EXE
705,2021-06-28 16:39:59.655,OUTLOOK.EXE
706,2021-06-28 16:40:07.655,OUTLOOK.EXE
707,2021-06-28 16:40:15.656,OUTLOOK.EXE
708,2021-06-28 16:40:18.655,explorer.exe
709,2021-06-28 16:40:25.154,OUTLOOK.EXE
710,2021-06-28 16:40:31.656,explorer.exe
711,2021-06-28 16:40:32.655,OUTLOOK.EXE
712,2021-06-28 16:40:50.655,OUTLOOK.EXE
713,2021-06-28 16:42:10.153,OUTLOOK.EXE
714,2021-06-28 16:42:13.653,OUTLOOK.EXE
715,2021-06-28 16:43:53.652,OUTLOOK.EXE
716,2021-06-28 16:44:00.652,OUTLOOK.EXE
717,2021-06-28 16:44:02.153,OUTLOOK.EXE
718,2021-06-28 16:44:02.652,OUTLOOK.EXE
719,2021-06-28 16:44:07.652,chrome.exe
720,2021-06-28 16:44:50.151,explorer.exe
721,2021-06-28 16:44:55.652,OUTLOOK.EXE
722,2021-06-28 16:45:00.151,OUTLOOK.EXE
723,2021-06-28 16:45:40.151,OUTLOOK.EXE
724,2021-06-28 16:45:40.651,OUTLOOK.EXE
725,2021-06-28 16:45:41.652,OUTLOOK.EXE
726,2021-06-28 16:45:45.152,POWERPNT.EXE
727,2021-06-28 16:45:47.652,explorer.exe
728,2021-06-28 16:45:48.651,POWERPNT.EXE
729,2021-06-28 16:45:55.151,OUTLOOK.EXE
730,2021-06-28 16:46:12.650,OUTLOOK.EXE
731,2021-06-28 16:46:13.651,OUTLOOK.EXE
732,2021-06-28 16:46:32.151,OUTLOOK.EXE
733,2021-06-28 16:46:33.151,OUTLOOK.EXE
734,2021-06-28 16:46:34.151,POWERPNT.EXE
736,2021-06-28 16:46:35.654,explorer.exe
737,2021-06-28 16:46:37.151,OUTLOOK.EXE
738,2021-06-28 16:51:02.649,chrome.exe
739,2021-06-28 16:54:38.649,OUTLOOK.EXE
740,2021-06-28 16:54:40.149,chrome.exe
741,2021-06-28 17:00:11.152,Teams.exe
742,2021-06-28 17:00:28.152,OUTLOOK.EXE
743,2021-06-28 17:00:28.655,OUTLOOK.EXE
744,2021-06-28 17:00:30.153,OUTLOOK.EXE
745,2021-06-28 17:00:31.652,OUTLOOK.EXE
746,2021-06-28 17:00:44.154,Teams.exe
747,2021-06-28 17:07:23.654,Teams.exe
748,2021-06-28 17:07:26.655,Teams.exe
749,2021-06-28 17:07:41.157,Teams.exe
750,2021-06-28 17:07:43.655,chrome.exe
751,2021-06-28 17:07:46.656,chrome.exe
752,2021-06-28 17:07:50.155,Teams.exe
753,2021-06-28 17:08:00.654,chrome.exe
754,2021-06-28 17:08:08.156,chrome.exe
755,2021-06-28 17:08:08.656,chrome.exe
756,2021-06-28 17:08:09.155,chrome.exe
757,2021-06-28 17:15:06.663,Teams.exe
758,2021-06-28 17:19:45.170,Teams.exe
759,2021-06-28 17:20:09.170,Teams.exe
760,2021-06-28 17:20:28.173,Teams.exe
761,2021-06-28 17:21:14.671,Teams.exe
763,2021-06-28 17:22:50.674,explorer.exe
764,2021-06-28 17:22:51.673,OUTLOOK.EXE
765,2021-06-28 17:22:53.173,OUTLOOK.EXE
766,2021-06-28 17:23:08.173,OUTLOOK.EXE
767,2021-06-28 17:23:12.174,explorer.exe
768,2021-06-28 17:23:14.673,OUTLOOK.EXE
769,2021-06-28 17:23:17.678,chrome.exe
770,2021-06-28 17:23:50.175,OUTLOOK.EXE
771,2021-06-28 17:24:07.675,OUTLOOK.EXE
772,2021-06-28 17:24:12.674,OUTLOOK.EXE
773,2021-06-28 17:24:13.673,OUTLOOK.EXE
774,2021-06-28 17:24:15.175,OUTLOOK.EXE
775,2021-06-28 17:24:21.174,OUTLOOK.EXE
776,2021-06-28 17:24:38.674,OUTLOOK.EXE
777,2021-06-28 17:24:40.174,OUTLOOK.EXE
778,2021-06-28 17:24:41.173,OUTLOOK.EXE
779,2021-06-28 17:24:58.174,OUTLOOK.EXE
780,2021-06-28 17:24:59.175,Teams.exe
781,2021-06-28 17:25:02.175,Teams.exe
782,2021-06-28 17:25:06.674,Teams.exe
783,2021-06-28 17:35:06.172,OUTLOOK.EXE
784,2021-06-28 17:35:09.672,OUTLOOK.EXE
785,2021-06-28 17:35:13.672,OUTLOOK.EXE
786,2021-06-28 17:35:15.672,OUTLOOK.EXE
787,2021-06-28 17:36:05.173,OUTLOOK.EXE
788,2021-06-28 17:37:35.671,OUTLOOK.EXE
789,2021-06-28 17:37:39.172,OUTLOOK.EXE
790,2021-06-28 17:37:40.671,OUTLOOK.EXE
791,2021-06-28 17:37:42.171,OUTLOOK.EXE
792,2021-06-28 17:37:43.671,OUTLOOK.EXE
793,2021-06-28 17:37:44.671,OUTLOOK.EXE
794,2021-06-28 17:37:45.171,OUTLOOK.EXE
795,2021-06-28 17:42:10.671,Teams.exe
796,2021-06-28 17:48:20.671,Teams.exe
797,2021-06-28 17:48:21.671,Teams.exe
798,2021-06-28 17:48:22.171,Teams.exe
799,2021-06-28 17:48:28.170,Teams.exe
800,2021-06-28 17:58:52.171,Teams.exe
801,2021-06-28 17:58:54.170,OUTLOOK.EXE
802,2021-06-28 17:58:57.670,Teams.exe
803,2021-06-28 17:59:15.170,Teams.exe
804,2021-06-28 18:02:51.670,Teams.exe
805,2021-06-28 18:03:04.172,Teams.exe
806,2021-06-28 18:03:37.171,OUTLOOK.EXE
807,2021-06-28 18:03:39.171,explorer.exe
808,2021-06-28 18:03:40.170,OUTLOOK.EXE
809,2021-06-28 18:03:43.171,OUTLOOK.EXE
810,2021-06-28 18:03:43.671,OUTLOOK.EXE
811,2021-06-28 18:03:44.172,OUTLOOK.EXE
812,2021-06-28 18:03:45.670,OUTLOOK.EXE
813,2021-06-28 18:03:47.171,OUTLOOK.EXE
814,2021-06-28 18:03:49.171,OUTLOOK.EXE
815,2021-06-28 18:03:50.171,OUTLOOK.EXE
816,2021-06-28 18:03:56.169,OUTLOOK.EXE
817,2021-06-28 18:04:03.674,Teams.exe
818,2021-06-28 18:04:04.171,Teams.exe
819,2021-06-28 18:04:07.670,Teams.exe
820,2021-06-28 18:04:18.170,Teams.exe
821,2021-06-28 18:12:18.166,OUTLOOK.EXE
822,2021-06-28 18:12:18.665,OUTLOOK.EXE
823,2021-06-28 18:12:20.166,OUTLOOK.EXE
824,2021-06-28 18:12:27.667,Teams.exe
825,2021-06-28 18:12:28.167,Teams.exe
826,2021-06-28 18:12:36.665,Teams.exe
827,2021-06-28 18:12:37.666,Teams.exe
828,2021-06-28 18:13:05.166,Teams.exe
829,2021-06-28 18:13:11.165,Teams.exe
830,2021-06-28 18:13:11.667,Teams.exe
831,2021-06-28 18:13:26.666,Teams.exe
832,2021-06-28 18:14:08.166,Teams.exe
833,2021-06-28 18:15:12.667,OUTLOOK.EXE
834,2021-06-28 18:15:13.165,Teams.exe
835,2021-06-28 18:18:31.164,Teams.exe
836,2021-06-28 18:18:40.166,Teams.exe
837,2021-06-28 18:22:45.663,Teams.exe
838,2021-06-28 18:23:11.166,Teams.exe
839,2021-06-28 18:23:24.663,Teams.exe
840,2021-06-28 18:23:43.163,Teams.exe
841,2021-06-28 18:24:08.663,Teams.exe
842,2021-06-28 18:24:28.663,Teams.exe
843,2021-06-28 18:36:03.163,POWERPNT.EXE
844,2021-06-28 18:36:08.161,OUTLOOK.EXE
845,2021-06-28 18:36:23.161,POWERPNT.EXE
847,2021-06-28 18:36:29.662,explorer.exe
848,2021-06-28 18:36:30.662,OUTLOOK.EXE
849,2021-06-28 18:36:32.161,OUTLOOK.EXE
850,2021-06-28 18:36:48.662,OUTLOOK.EXE
851,2021-06-28 18:36:51.163,OUTLOOK.EXE
852,2021-06-28 18:36:58.162,OUTLOOK.EXE
853,2021-06-28 18:37:02.162,OUTLOOK.EXE
854,2021-06-28 18:37:10.661,OUTLOOK.EXE
855,2021-06-28 18:37:12.162,OUTLOOK.EXE
856,2021-06-28 18:37:24.662,chrome.exe
857,2021-06-28 18:37:32.164,Teams.exe
858,2021-06-28 18:37:37.161,Teams.exe
859,2021-06-28 18:37:38.161,Teams.exe
860,2021-06-28 18:37:45.662,Teams.exe
861,2021-06-28 18:37:46.162,Teams.exe
862,2021-06-28 18:37:46.661,Teams.exe
863,2021-06-28 18:38:39.160,OUTLOOK.EXE
864,2021-06-28 18:38:39.660,OUTLOOK.EXE
865,2021-06-28 18:38:40.160,OUTLOOK.EXE
866,2021-06-28 18:38:41.660,OUTLOOK.EXE
867,2021-06-28 18:38:50.660,Teams.exe
868,2021-06-28 18:38:53.160,explorer.exe
869,2021-06-28 18:39:00.661,OUTLOOK.EXE
870,2021-06-28 18:39:04.162,OUTLOOK.EXE
871,2021-06-28 18:39:06.161,OUTLOOK.EXE
872,2021-06-28 18:39:06.661,OUTLOOK.EXE
873,2021-06-28 18:39:07.660,OUTLOOK.EXE
874,2021-06-28 18:39:11.162,OUTLOOK.EXE
875,2021-06-28 18:39:11.661,OUTLOOK.EXE
876,2021-06-28 18:39:16.161,OUTLOOK.EXE
877,2021-06-28 18:39:22.161,OUTLOOK.EXE
878,2021-06-28 18:39:25.663,OUTLOOK.EXE
879,2021-06-28 18:39:27.659,OUTLOOK.EXE
880,2021-06-28 18:39:29.160,OUTLOOK.EXE
881,2021-06-28 18:39:31.163,OUTLOOK.EXE
882,2021-06-28 18:39:33.660,OUTLOOK.EXE
883,2021-06-28 18:39:35.660,OUTLOOK.EXE
884,2021-06-28 18:40:08.159,OUTLOOK.EXE
885,2021-06-28 18:40:09.160,OUTLOOK.EXE
886,2021-06-28 18:40:11.659,OUTLOOK.EXE
887,2021-06-28 18:40:12.159,OUTLOOK.EXE
888,2021-06-28 18:40:13.660,OUTLOOK.EXE
889,2021-06-28 18:40:15.659,OUTLOOK.EXE
890,2021-06-28 18:40:17.158,OUTLOOK.EXE
891,2021-06-28 18:40:19.159,OUTLOOK.EXE
892,2021-06-28 18:40:19.660,OUTLOOK.EXE
893,2021-06-28 18:40:21.165,OUTLOOK.EXE
894,2021-06-28 18:40:23.659,OUTLOOK.EXE
895,2021-06-28 18:40:25.658,OUTLOOK.EXE
896,2021-06-28 18:40:29.160,OUTLOOK.EXE
897,2021-06-28 18:40:30.659,OUTLOOK.EXE
898,2021-06-28 18:40:32.159,OUTLOOK.EXE
899,2021-06-28 18:40:33.659,OUTLOOK.EXE
900,2021-06-28 18:41:39.658,OUTLOOK.EXE
901,2021-06-28 18:41:41.658,OUTLOOK.EXE
902,2021-06-28 18:41:49.158,OUTLOOK.EXE
903,2021-06-28 18:41:51.657,OUTLOOK.EXE
904,2021-06-28 18:41:56.157,OUTLOOK.EXE
905,2021-06-28 18:41:57.658,OUTLOOK.EXE
906,2021-06-28 18:42:02.158,OUTLOOK.EXE
907,2021-06-28 18:42:04.160,OUTLOOK.EXE
908,2021-06-28 18:42:12.659,Teams.exe
909,2021-06-28 18:42:24.158,OUTLOOK.EXE
910,2021-06-28 18:42:31.657,Teams.exe
911,2021-06-28 18:42:33.157,OUTLOOK.EXE
912,2021-06-28 18:42:41.657,OUTLOOK.EXE
913,2021-06-28 18:42:44.159,OUTLOOK.EXE
914,2021-06-28 18:42:52.659,OUTLOOK.EXE
915,2021-06-28 18:42:53.658,OUTLOOK.EXE
916,2021-06-28 18:42:57.157,OUTLOOK.EXE
917,2021-06-28 18:43:00.659,OUTLOOK.EXE
918,2021-06-28 18:43:07.158,Teams.exe
919,2021-06-28 18:43:29.157,Teams.exe
920,2021-06-28 18:47:24.153,Teams.exe
921,2021-06-28 18:47:28.155,OUTLOOK.EXE
922,2021-06-28 18:47:29.654,Teams.exe
923,2021-06-28 18:47:31.654,Teams.exe
924,2021-06-28 18:47:36.153,Teams.exe
925,2021-06-28 18:50:35.154,Teams.exe
926,2021-06-28 18:50:40.652,Teams.exe
927,2021-06-28 18:50:53.652,Teams.exe
929,2021-06-28 18:50:57.653,chrome.exe
930,2021-06-28 18:51:04.154,OUTLOOK.EXE
931,2021-06-28 18:53:34.151,explorer.exe
932,2021-06-28 18:53:38.151,POWERPNT.EXE
933,2021-06-28 18:56:35.151,Teams.exe
934,2021-06-28 18:56:35.653,Teams.exe
935,2021-06-28 18:58:05.651,POWERPNT.EXE
937,2021-06-28 20:20:03.641,LockApp.exe
939,2021-06-28 20:20:11.141,POWERPNT.EXE
941,2021-06-28 20:20:24.641,explorer.exe
942,2021-06-28 20:20:25.641,OUTLOOK.EXE
943,2021-06-28 20:20:28.141,OUTLOOK.EXE
944,2021-06-28 20:20:29.141,OUTLOOK.EXE
945,2021-06-28 20:20:30.642,OUTLOOK.EXE
946,2021-06-28 20:20:36.641,Teams.exe
947,2021-06-28 20:55:47.647,Teams.exe
948,2021-06-28 20:55:50.148,OUTLOOK.EXE
949,2021-06-28 20:55:52.147,OUTLOOK.EXE
950,2021-06-28 20:55:52.647,OUTLOOK.EXE
951,2021-06-28 20:55:56.650,OUTLOOK.EXE
952,2021-06-28 20:56:29.647,chrome.exe
953,2021-06-28 20:56:56.147,chrome.exe
954,2021-06-28 21:00:16.148,explorer.exe
955,2021-06-28 21:00:17.148,OUTLOOK.EXE
956,2021-06-28 21:00:21.147,OUTLOOK.EXE
957,2021-06-28 21:00:22.148,OUTLOOK.EXE
958,2021-06-28 21:00:26.148,OUTLOOK.EXE
959,2021-06-28 21:00:29.648,Teams.exe
960,2021-06-28 21:00:34.148,OUTLOOK.EXE
961,2021-06-28 21:00:35.649,Teams.exe
962,2021-06-28 21:00:38.147,chrome.exe
963,2021-06-28 21:01:54.647,Teams.exe
965,2021-06-28 21:02:14.148,OUTLOOK.EXE
966,2021-06-28 21:02:15.647,OUTLOOK.EXE
967,2021-06-28 21:02:28.648,OUTLOOK.EXE
968,2021-06-28 21:02:30.148,Teams.exe
969,2021-06-28 21:02:34.148,Teams.exe
970,2021-06-28 21:02:43.647,OUTLOOK.EXE
971,2021-06-28 21:02:53.147,OUTLOOK.EXE
972,2021-06-28 21:02:58.648,Teams.exe
973,2021-06-28 21:03:58.648,OUTLOOK.EXE
974,2021-06-28 21:04:01.648,Teams.exe
975,2021-06-28 21:04:10.148,OUTLOOK.EXE
976,2021-06-28 21:04:13.647,Teams.exe
977,2021-06-28 21:04:26.647,Teams.exe
978,2021-06-28 21:06:31.148,explorer.exe
979,2021-06-28 21:06:41.149,POWERPNT.EXE
980,2021-06-28 21:06:50.648,Teams.exe
981,2021-06-28 21:07:10.148,Teams.exe
982,2021-06-28 21:07:11.647,Teams.exe
983,2021-06-28 21:07:12.148,POWERPNT.EXE
984,2021-06-28 21:07:13.647,Teams.exe
985,2021-06-28 21:07:15.148,Teams.exe
986,2021-06-28 21:07:20.647,POWERPNT.EXE
987,2021-06-28 21:07:22.649,Teams.exe
988,2021-06-28 21:07:25.149,Teams.exe
989,2021-06-28 21:07:27.149,POWERPNT.EXE
990,2021-06-28 21:07:29.648,POWERPNT.EXE
991,2021-06-28 21:08:55.148,Teams.exe
992,2021-06-28 21:09:01.149,POWERPNT.EXE
993,2021-06-28 21:27:15.148,chrome.exe
994,2021-06-28 21:27:26.648,chrome.exe
995,2021-06-28 21:27:27.148,chrome.exe
996,2021-06-28 21:27:28.647,chrome.exe
997,2021-06-28 21:32:05.642,POWERPNT.EXE
998,2021-06-28 21:33:38.641,chrome.exe
999,2021-06-28 21:34:24.640,POWERPNT.EXE
1000,2021-06-28 21:34:47.641,explorer.exe
1001,2021-06-28 21:34:49.639,POWERPNT.EXE
1002,2021-06-28 21:34:52.140,POWERPNT.EXE
1003,2021-06-28 21:34:53.640,chrome.exe
1004,2021-06-28 21:34:54.139,chrome.exe
1005,2021-06-28 21:35:57.638,POWERPNT.EXE
1006,2021-06-28 21:40:21.636,POWERPNT.EXE
1007,2021-06-28 21:40:49.636,POWERPNT.EXE
1008,2021-06-28 21:51:04.630,Teams.exe
1009,2021-06-28 21:51:06.630,OUTLOOK.EXE
1010,2021-06-28 21:51:08.131,Teams.exe
1011,2021-06-28 21:51:18.631,OUTLOOK.EXE
1012,2021-06-28 21:51:29.630,Teams.exe
1013,2021-06-28 21:51:30.130,Teams.exe
1014,2021-06-28 21:51:31.631,Teams.exe
1015,2021-06-28 21:52:54.630,Teams.exe
1016,2021-06-28 21:52:59.129,Teams.exe
1018,2021-06-28 21:53:28.130,explorer.exe
1019,2021-06-28 21:53:29.131,OUTLOOK.EXE
1020,2021-06-28 21:53:30.630,OUTLOOK.EXE
1021,2021-06-28 21:53:51.631,Teams.exe
1022,2021-06-28 21:59:10.631,POWERPNT.EXE
1023,2021-06-28 21:59:11.132,POWERPNT.EXE
1024,2021-06-28 21:59:16.631,Teams.exe
1025,2021-06-28 21:59:17.131,POWERPNT.EXE
1026,2021-06-28 22:00:01.136,POWERPNT.EXE
1027,2021-06-28 22:00:02.630,POWERPNT.EXE
1028,2021-06-28 22:00:06.132,POWERPNT.EXE
1029,2021-06-28 22:00:41.635,POWERPNT.EXE
1030,2021-06-28 22:01:06.132,Teams.exe
1031,2021-06-28 22:01:06.630,POWERPNT.EXE
1032,2021-06-28 22:01:28.631,POWERPNT.EXE
1033,2021-06-28 22:01:30.130,POWERPNT.EXE
1034,2021-06-28 22:01:31.631,OUTLOOK.EXE
1035,2021-06-28 22:01:33.630,OUTLOOK.EXE
1036,2021-06-28 22:01:34.131,OUTLOOK.EXE
1037,2021-06-28 22:01:35.630,OUTLOOK.EXE
1038,2021-06-28 22:02:22.134,OUTLOOK.EXE
1039,2021-06-28 22:02:23.134,OUTLOOK.EXE
1041,2021-06-28 22:02:59.131,explorer.exe
1042,2021-06-28 22:02:59.630,OUTLOOK.EXE
1043,2021-06-28 22:03:04.134,OUTLOOK.EXE
1044,2021-06-28 22:03:05.632,OUTLOOK.EXE
1045,2021-06-28 22:03:07.130,OUTLOOK.EXE
1046,2021-06-28 22:03:10.631,Teams.exe
1047,2021-06-28 22:03:11.130,Teams.exe
1048,2021-06-28 22:03:18.131,Teams.exe
1049,2021-06-28 22:03:20.630,Teams.exe
1050,2021-06-28 22:03:25.130,OUTLOOK.EXE
1051,2021-06-28 22:03:31.131,OUTLOOK.EXE
1052,2021-06-28 22:03:32.632,OUTLOOK.EXE
1053,2021-06-28 22:03:35.635,Teams.exe
1054,2021-06-28 22:03:36.132,OUTLOOK.EXE
1055,2021-06-28 22:03:36.631,OUTLOOK.EXE
1056,2021-06-28 22:09:31.132,Teams.exe
1057,2021-06-28 22:09:31.631,Teams.exe
1058,2021-06-28 22:12:28.632,Teams.exe
1059,2021-06-28 22:17:44.133,Teams.exe
1060,2021-06-28 22:17:46.632,Teams.exe
1061,2021-06-28 22:21:16.632,explorer.exe
1062,2021-06-28 22:21:18.131,POWERPNT.EXE
1063,2021-06-28 22:21:20.132,POWERPNT.EXE
1064,2021-06-28 22:21:23.632,explorer.exe
1065,2021-06-28 22:21:30.132,POWERPNT.EXE
1066,2021-06-28 22:21:32.635,explorer.exe
1067,2021-06-28 22:21:35.133,POWERPNT.EXE
1068,2021-06-28 22:21:38.132,POWERPNT.EXE
1069,2021-06-28 22:22:24.131,Teams.exe
1070,2021-06-28 22:22:27.132,Teams.exe
1071,2021-06-28 22:22:28.632,Teams.exe
1072,2021-06-28 22:22:31.132,POWERPNT.EXE
1073,2021-06-28 22:22:34.631,POWERPNT.EXE
1074,2021-06-28 22:22:37.134,Teams.exe
1075,2021-06-28 22:22:37.632,Teams.exe
1076,2021-06-28 22:22:43.131,POWERPNT.EXE
1077,2021-06-28 22:22:43.631,Teams.exe
1078,2021-06-28 22:22:45.132,Teams.exe
1079,2021-06-28 22:22:52.631,Teams.exe
1080,2021-06-28 22:22:53.132,Teams.exe
1081,2021-06-28 22:23:00.131,Teams.exe
1082,2021-06-28 22:23:02.632,Teams.exe
1083,2021-06-28 22:23:05.132,Teams.exe
